Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Advanced Marketing & Media Group,https://www.crunchbase.com/organization/advanced-marketing-media-group,"Data and Analytics, Software, Sales and Marketing, Advertising","Stamford, Connecticut, United States",Advanced Marketing & Media Group is a SaaS-based company that provides marketing technology solutions for marketers.,,02/01/2007,Closed,1,"Software, Business Intelligence, Advertising, SaaS",,1-10,02/15/2007,"$500,000","$500,000",1,Seed,http://www.theammgroup.com,1
FAD IO,https://www.crunchbase.com/organization/fad-io,"Commerce and Shopping, Media and Entertainment, Internet Services","Los Angeles, California, United States",Fad.io displays the current favorite fads and trends around the world.,,,Closed,,"Social Media, E-Commerce, Ediscovery",2,1-10,06/29/2012,,,1,Seed,http://fad.io,1
oohilove,https://www.crunchbase.com/organization/oohilove,"Commerce and Shopping, Design","Palo Alto, California, United States",online auction site,,11/01/2009,Closed,,"Auctions, Fashion, E-Commerce",3,11-50,01/10/2010,,,,Seed,http://www.oohilove.com,1
Debteye,https://www.crunchbase.com/organization/debteye,Software,"Chicago, Illinois, United States","New Twitter Page, follow us @SpringCoin",,01/01/2010,Closed,8,Software,2,1-10,08/02/2011,,,1,Seed,http://www.debteye.com,1
thesweetlink,https://www.crunchbase.com/organization/thesweetlink,"Media and Entertainment, Software, Internet Services, Privacy and Security","West Palm Beach, Florida, United States",Social Network,,10/10/2010,Closed,,"Privacy, Social Media, Open Source",2,1-10,10/10/2010,,,,Seed,http://www.thesweetlink.com,1
TrustDegrees,https://www.crunchbase.com/organization/trustmob,"Information Technology, Privacy and Security","Kenmore, Washington, United States",TrustMob is an internet reputation system aggregating users’ activities across the web.,,03/01/2011,Closed,,"Reputation, Identity Management",1,1-10,06/09/2011,"$11,000","$11,000",2,Seed,http://www.trustdegrees.com,1
SocialBrowse,https://www.crunchbase.com/organization/socialbrowse,"Apps, Software, Mobile","United States, North America",SocialBrowse is a Firefox extension for sharing links. It has been described as a Twitter for links.,,01/01/2008,Closed,5,"Mobile Apps, File Sharing, Web Apps",2,1-10,10/01/2008,,,1,Seed,http://www.socialbrowse.com,1
Clipik,https://www.crunchbase.com/organization/clipik,"Media and Entertainment, Video, Content and Publishing","San Francisco, California, United States",Clipik is a video-editing platform that helps users transform the videos and pictures of their life events into highlight clips.,,07/01/2010,Closed,1,"Photography, Crowdsourcing, Video Editing, Video",2,,02/01/2011,,,1,Seed,http://clipik.com,1
MergeLocal,https://www.crunchbase.com/organization/mergelocal,"Platforms, Software, Mobile","Westlake Village, California, United States",MergeLocal is a Mobile Application that pays users cash for spreading word-of-mouth about local businesses and brands through social,,01/01/2010,Closed,,"Mobile, iOS, Local",3,,06/29/2012,,,1,Seed,http://www.mergelocal.com,1
yourClass Education,https://www.crunchbase.com/organization/yourclass-education-inc,"Commerce and Shopping, Software, Education","Reston, Virginia, United States",Marketplace for Live Online Classes,,09/04/2013,Closed,,"Marketplace, E-Learning, Education",,1-10,10/07/2015,"£30,000","$45,651",1,Seed,http://yourclass.net,1
Popularo,https://www.crunchbase.com/organization/popularo,"Media and Entertainment, Internet Services, Content and Publishing","Philadelphia, Pennsylvania, United States",Popularo is a user driven social news aggregation website launched in February 2008. It is based on the theory that a user should vote for,,10/15/2007,Closed,2,"News, Social Bookmarking, Social Media",,1-10,11/01/2007,,,,Seed,http://popularo.com,1
JobPiper,https://www.crunchbase.com/organization/jobpiper,"Data and Analytics, Software, Internet Services","Provo, Utah, United States","JobPiper helps companies become legendary by ""cloning"" their top employees.",,,Closed,,"Big Data, Internet, Software, Analytics",,1-10,01/01/2014,,,1,Seed,http://jobpiper.com/,1
RatherGather,https://www.crunchbase.com/organization/rathergather,"Media and Entertainment, Content and Publishing","Sherman Oaks, California, United States",The RatherGather Network aims to bring current and interesting news to your fingertips in a simple way.,,01/01/2008,Closed,,News,1,1-10,01/01/2008,,,,Seed,http://rathergather.com,1
Wundrbar,https://www.crunchbase.com/organization/wundrbar,Internet Services,"San Francisco, California, United States",Wundrbar wants to improve upon the search bar experience by providing users with powerful inline commands.,,01/01/2008,Closed,3,Search Engine,2,1-10,01/01/2008,,,1,Seed,http://wundrbar.com,1
Skyfunnel,https://www.crunchbase.com/organization/skyfunnel,"Apps, Information Technology, Data and Analytics, Software, Mobile","San Francisco, California, United States",Skyfunnel preditcs users/customer's best re-engaged/purchase time while analyzing their footprints in the app.,,09/15/2015,Closed,,"Mobile Apps, Mobile, Data Integration",2,1-10,05/25/2016,,,2,Seed,http://skyfunnel.co,3
Encarnate,https://www.crunchbase.com/organization/encarnate,Gaming,"Chicago, Illinois, United States",Game Services,,01/01/2008,Closed,,"Video Games, Consumer, Gaming",,1-10,01/01/2008,,,,Seed,http://www.encarnate.com,1
GENEI Systems Inc.,https://www.crunchbase.com/organization/genei-systems-inc,"Apps, Hardware, Information Technology, Software","White Horse Beach, Massachusetts, United States",GENEI is a cloud infrastructure solution which allows java and web infrastructure to run like a grid and operate like a cloud.,,09/01/2011,Closed,,"PaaS, Enterprise Software, Infrastructure, Apps, Virtualization, IaaS",2,1-10,08/04/2011,,,,Seed,http://www.geneisystems.com,1
Plan A Drink,https://www.crunchbase.com/organization/plan-a-drink,"Media and Entertainment, Events, Software, Internet Services, Messaging and Telecommunications","Los Angeles, California, United States","Plan A Drink is a social network that allows users to create a social circle, invite friends, and interact with other groups.",,,Closed,,"Search Engine, Nightlife, Social Media, Meeting Software",2,1-10,06/29/2012,,,1,Seed,http://www.planadrink.com,1
Apprats,https://www.crunchbase.com/organization/apprats,"Apps, Media and Entertainment, Software, Video, Content and Publishing","Santa Monica, California, United States",Apprats creates apps that allow its members to engage their audience by personalizing and customizing their content on social networks.,,01/01/2009,Closed,3,"Celebrity, News, Apps, Video Streaming",2,1-10,01/01/2010,,,1,Seed,http://apprats.com,1
Flagr,https://www.crunchbase.com/organization/flagr,Mobile,"Oyster Bay, New York, United States","Flagr enables users to share places, adding photos, video and descriptions from their mobile phone.",,01/01/2005,Closed,7,Mobile,2,1-10,03/02/2006,,,1,Seed,http://flagr.com,1
Honestly Now,https://www.crunchbase.com/organization/honestly-now,"Media and Entertainment, Community and Lifestyle, Internet Services, Mobile","New York, New York, United States","Honestly Now is a Q&A platform that helps people make personal decisions, with the help of the crowd and a roster of honest people.",,01/01/2010,Closed,6,"Internet, Parenting, Mobile, Advice",2,1-10,09/20/2011,,,2,Seed,http://www.honestlynow.com,1
HoverChat,https://www.crunchbase.com/organization/hoverchat,"Information Technology, Internet Services, Messaging and Telecommunications","Santa Clara, California, United States",Hoverchat provides technology that allows multi-tasking while using SMS messaging functionality and replaces your stock SMS messaging apps.,,01/01/2013,Closed,3,Messaging,3,11-50,01/01/2014,,,1,Seed,http://hoverchat.com,1
North by South,https://www.crunchbase.com/organization/north-by-south,"Platforms, Media and Entertainment, Software, Design, Mobile","San Francisco, California, United States",Open source near-shoring,,01/01/2007,Closed,2,"Linux, Content, Developer Tools, Software, Web Design, Mobile, Open Source",,11-50,05/01/2008,,,1,Seed,http://www.northxsouth.com,1
BidModo,https://www.crunchbase.com/organization/bidmodo,,"Austin, Texas, United States",BidModo provides a free service that connects small business owners with local companies.,,07/27/2009,Closed,,Small and Medium Businesses,,1-10,07/27/2009,,,,Seed,http://www.bidmodo.com,1
TruantToday,https://www.crunchbase.com/organization/truanttoday,"Information Technology, Education, Internet Services, Financial Services, Messaging and Telecommunications","Boulder, Colorado, United States","Simple, easy-to-use education software.",,01/01/2010,Closed,1,"Messaging, Education, Finance",2,1-10,08/01/2011,,,1,Seed,http://truanttoday.com,1
MetaNotes,https://www.crunchbase.com/organization/metanotes,"Media and Entertainment, Video","Los Angeles, California, United States",MetaNotes.com is an infinite online wall of stickynotes that acts like your external brain.,,08/15/2007,Closed,,"Video, Collaboration, Real Time",,1-10,01/08/2008,,,,Seed,http://www.metanotes.com,1
CollegeJobConnect,https://www.crunchbase.com/organization/collegejobconnect,Professional Services,"Dallas, Texas, United States",CollegeJobConnect is an online database of college juniors and seniors seeking full-time jobs and internships.,,05/01/2010,Closed,1,"Human Resources, Recruiting, Employment",2,1-10,05/01/2010,"$20,000","$20,000",1,Seed,http://collegejobconnect.com,1
Krikle,https://www.crunchbase.com/organization/krikle,"Apps, Media and Entertainment, Software, Mobile","Memphis, Tennessee, United States",Krikle offers an iOS camera application that enables users to leave virtual graffiti such as drawings or messages.,,03/05/2011,Closed,1,"Mobile, Art, Apps",,1-10,03/05/2011,"$15,000","$15,000",1,Seed,http://krikle.com,1
Vertascale,https://www.crunchbase.com/organization/vertascale,"Data and Analytics, Software, Internet Services","Menlo Park, California, United States",Vertascale is building the leading business intelligence platform for Hadoop.,,01/01/2012,Closed,,"Business Intelligence, Search Engine, Analytics, Enterprise Software, Big Data",2,1-10,01/01/2012,,,1,Seed,http://vertascale.com/,1
MashWorx,https://www.crunchbase.com/organization/mashworx,"Data and Analytics, Software, Sales and Marketing, Internet Services","Orem, Utah, United States",MashWorx creates permission-based applications designed to help companies better serve their customers beyond the limits of a single site.,,01/01/2010,Closed,1,"Web Browsers, Marketing, Application Performance Management",1,11-50,09/03/2010,,,1,Seed,http://www.mashworx.com,1
TrendBent,https://www.crunchbase.com/organization/trendbent,"Data and Analytics, Community and Lifestyle, Design","Philadelphia, Pennsylvania, United States",TrendBent owns and operates a personal style engine for men. The company customizes online apparel and accessory shops around Facebook,,01/01/2012,Closed,2,"Lifestyle, Market Research, Fashion",2,1-10,12/05/2012,,,1,Seed,http://www.trendbent.com,1
Mashed jobs,https://www.crunchbase.com/organization/mashed-jobs,"Commerce and Shopping, Professional Services, Internet Services","Hardwick, Massachusetts, United States",Online Marketplace for Job searches,,01/01/2009,Closed,,"Search Engine, Recruiting, Marketplace",,1-10,08/01/2009,,,1,Seed,http://mashedjobs.com,1
Povo,https://www.crunchbase.com/organization/povo,"Software, Sales and Marketing, Advertising","Boston, Massachusetts, United States",Povo is an expanding wiki-based encyclopedia of knowledge on everything local. The content is generated and entirely editable by site,,06/01/2007,Closed,,"Local, Advertising, Developer Tools",2,1-10,06/01/2007,,,1,Seed,http://povo.com,1
Spoondate,https://www.crunchbase.com/organization/spoondate,"Travel and Tourism, Media and Entertainment, Navigation and Mapping, Data and Analytics, Internet Services","San Francisco, California, United States",Spoondate is an online platform enabling individuals to meet someone over a meal using a preemptive location-aware check-in.,,02/01/2011,Closed,1,"Location Based Services, Social Media, Hospitality",2,1-10,01/01/2011,,,1,Seed,http://www.spoondate.com,1
Receept,https://www.crunchbase.com/organization/receept,"Software, Administrative Services, Payments","Columbus, Ohio, United States",Receept is a platform for assembling a consumer's personal purchase history through the delivery and aggregation of purchase receipts.,,01/01/2011,Closed,,"Consumer, Billing, Delivery",1,1-10,07/01/2011,,,1,Seed,http://www.receept.com,1
Creative Citizen,https://www.crunchbase.com/organization/creative-citizen,"Sustainability, Software, Sales and Marketing","Santa Monica, California, United States","CreativeCitizen.com is a collaborative website that enables users to create, share and adopt solutions to reduce environmental waste.",,04/01/2007,Closed,2,"Developer Tools, Public Relations, Sustainability",1,1-10,01/01/2008,,,,Seed,http://www.creativecitizen.com,1
Kickplay,https://www.crunchbase.com/organization/kickplay,"Gaming, Design","Naples, Florida, United States","Kickplay creates free, web-based casual games that people can play, personalize and share on the web.",,07/01/2007,Closed,4,"Web Design, Gaming, Online Games",,1-10,07/01/2007,,,,Seed,http://www.kickplay.com,1
Training Intelligence,https://www.crunchbase.com/organization/training-intelligence,Education,"Shelton, Connecticut, United States",Training Intelligence provides a training search portal for organizations to find the technology courses they need.,,03/01/2006,Closed,,Training,,1-10,03/01/2006,"$300,000","$300,000",,Seed,http://www.trainingintelligence.com,1
WineMeNow,https://www.crunchbase.com/organization/winemenow,"Commerce and Shopping, Food and Beverage","New York, New York, United States",WineMe brings you wines you will love at your local retailers - no more guessing. We promise.,,01/01/2012,Closed,,"Local, Retail, Wine And Spirits",2,1-10,08/08/2012,,,1,Seed,http://www.winemenow.com,1
Massively Fun,https://www.crunchbase.com/organization/massively-fun,"Gaming, Software, Mobile","Seattle, Washington, United States","Massively Fun makes engaging, massively multiplayer casual games.",,01/01/2010,Closed,2,"Web Development, Software, Video Games, Mobile",,1-10,12/01/2010,,,2,Seed,http://massivelyfun.com,1
SlapVid,https://www.crunchbase.com/organization/slapvid,"Media and Entertainment, Internet Services, Video","Pittsburgh, Pennsylvania, United States",SlapVid is a video site based on P2P technology that allows users to find and watch videos pulled from top sites.,,01/01/2007,Closed,2,"Video, Search Engine, Peer to Peer",,,01/01/2007,,,1,Seed,http://slapvid.com,1
Reble,https://www.crunchbase.com/organization/reble,"Media and Entertainment, Music and Audio, Software, Financial Services, Lending and Investments","San Francisco, California, United States",Reble offers a software downloading solution for Windows that allows users to stream music from others who also havr Reble installed.,,01/01/2007,Closed,2,"Music, Software, Venture Capital",1,,06/01/2007,,,1,Seed,http://reble.fm,1
HugeFan,https://www.crunchbase.com/organization/hugefan,Commerce and Shopping,"Washington, District of Columbia, United States","HugeFan is an e-commerce service where celebrities in music, sports, business and technology sell in-person experiences via auction, fixed",,01/01/2011,Closed,3,E-Commerce,2,1-10,12/11/2011,,,2,Seed,http://www.hugefan.com,1
Bloson,https://www.crunchbase.com/organization/bloson,,"Cambridge, Massachusetts, United States",Bloson is a social platform offering an app that allows users to support charitable projects through their web browsing activities.,,03/01/2010,Closed,7,Non Profit,,1-10,01/01/2009,,,1,Seed,http://www.bloson.com,1
Classical Connection,https://www.crunchbase.com/organization/classical-connection,"Commerce and Shopping, Media and Entertainment, Music and Audio","Greenville, South Carolina, United States","Classical Connection is a company based out of 18 Deckers Way, Greenville, South Carolina, United States.",,,Closed,,"Theatre, Classifieds, Music",,1-10,01/01/2009,,,1,Seed,http://www.classicalconnection.com,1
Phrazit,https://www.crunchbase.com/organization/phrazit,"Commerce and Shopping, Community and Lifestyle, Internet Services","United States, North America",Summaries on various topics,,07/01/2008,Closed,2,"Lifestyle, Online Portals, Consumer Reviews",,1-10,09/01/2008,,,1,Seed,http://www.phrazit.com,1
Mixaloo,https://www.crunchbase.com/organization/mixaloo,"Media and Entertainment, Music and Audio","Poughkeepsie, New York, United States",Mixaloo is a service that rewards music fans for creating digital mix tapes which will be shared and embedded in blogs and social,,02/01/2007,Closed,6,Music,2,1-10,03/01/2007,,,2,Seed,http://www.mixaloo.com,1
Nelbee,https://www.crunchbase.com/organization/nelbee,"Real Estate, Sales and Marketing, Financial Services","New York, New York, United States",Nelbee is a real-time real estate scheduling tool.,,04/05/2011,Closed,,"Real Estate, Lead Generation, Finance, Real Time",2,1-10,06/17/2011,,,,Seed,http://nelbee.com,1
PROnoise,https://www.crunchbase.com/organization/pronoise,"Media and Entertainment, Music and Audio","Los Angeles, California, United States",Masses Discover : Musicians Succeed,,11/01/2011,Closed,1,Music,3,1-10,03/21/2012,,,1,Seed,http://pronoise.com,1
Zadby,https://www.crunchbase.com/organization/zadby,"Media and Entertainment, Video","Reston, Virginia, United States","Zadby is an online marketplace where advertisers, marketers, and brand managers can connect with freelance video producers to create",,01/01/2002,Closed,6,Video,,1-10,04/01/2008,,,1,Seed,http://zadby.com,1
Bellstrike,https://www.crunchbase.com/organization/bellstrike,Software,"Greenville, South Carolina, United States",Bellstrike provides instant websites for nonprofits with any learning required.,,08/30/2011,Closed,3,"Non Profit, Web Development",1,1-10,04/01/2011,,,,Seed,http://bellstrike.com,1
pickrset,https://www.crunchbase.com/organization/pickrset,"Media and Entertainment, Music and Audio, Events","San Clemente, California, United States","Pickrset allows users to review shows, vote for their favorite bands, and purchase tickets and merchandise online.",,06/01/2007,Closed,,"Concerts, Music",,1-10,05/01/2007,"$100,000","$100,000",,Seed,http://www.pickrset.com,1
CareSimply,https://www.crunchbase.com/organization/caresimply,Health Care,"San Francisco, California, United States","CareSimply is a website helping families find, hire and manage local in-home caregivers.",,01/01/2012,Closed,1,Health Care,3,1-10,11/01/2012,,,2,Seed,http://www.caresimply.com,1
United Keys,https://www.crunchbase.com/organization/united-keys,"Hardware, Consumer Electronics","San Jose, California, United States",United Keys engages in the development of technology for PC display input devices such as keyboards and keypads to private label customers.,,01/01/2004,Closed,9,"Consumer Electronics, Hardware",,1-10,02/07/2005,"$500,000","$500,000",,Seed,http://www.unitedkeys.com,1
FOURward Thought,https://www.crunchbase.com/organization/fourward-thought,,"Macedon, New York, United States",FOURward Thought was a consultancy for small businesses.,,10/01/2010,Closed,,"Collaboration, Consulting",,1-10,10/01/2010,"$4,000","$4,000",,Seed,http://www.fourwardthought.com,1
SDH Group,https://www.crunchbase.com/organization/sdh-group,"Internet Services, Financial Services, Design","St. Petersburg, Florida, United States",SDH Group strives to have a portfolio of companies focused on the sustainable reclamation of resources.,,01/02/2003,Closed,,"Product Search, Auto Insurance, Product Design",,11-50,01/01/2003,"$915,000","$915,000",,Seed,http://www.sdhgroup.net,1
Sparkcloud,https://www.crunchbase.com/organization/sparkcloud,"Software, Financial Services","Cambridge, Massachusetts, United States",Sparkcloud provides tools allowing developers to create their own real world social apps ranging from urban gaming to location-based dating.,,01/01/2010,Closed,2,"Enterprise Software, Finance",1,11-50,03/01/2010,,,2,Seed,http://sparkcloud.com,2
Kngroo,https://www.crunchbase.com/organization/kngroo,"Navigation and Mapping, Data and Analytics, Internet Services, Mobile","Tampa, Florida, United States",Community focused Check-in Game,,07/09/2011,Closed,1,"Location Based Services, Mobile",2,1-10,11/17/2011,,,1,Seed,http://www.kngroo.com,1
Quant the News,https://www.crunchbase.com/organization/quant-the-news,"Media and Entertainment, Content and Publishing, Financial Services","Los Angeles, California, United States","Quant the News provides stock analysis, alerts, and impact assessment services.",,01/01/2007,Closed,3,"News, FinTech, Finance",2,1-10,01/01/2007,"$150,000","$150,000",2,Seed,http://www.stockmood.com,1
Splash.FM,https://www.crunchbase.com/organization/splash-fm,"Media and Entertainment, Music and Audio","New Windsor, New York, United States","Splashfm is a social music website that allows its users to discover new music through friends, blogs, and artists.",,02/01/2011,Closed,2,Music,2,1-10,02/01/2011,,,,Seed,http://splash.fm,1
ididwork,https://www.crunchbase.com/organization/ididwork,"Professional Services, Internet Services","San Francisco, California, United States",ididwork is an online tool that enables employees to keep track of the work they do over time.,,08/05/2008,Closed,4,"Employment, Service Industry, Online Portals",,1-10,08/01/2008,,,,Seed,http://www.ididwork.com,1
Reviewspotter,https://www.crunchbase.com/organization/reviewspotter,"Commerce and Shopping, Software","New York, New York, United States",ReviewSpotter helps users find and gather merchant reviews to help them make informed decisions.,,01/03/2007,Closed,,"Developer Tools, E-Commerce",2,1-10,01/23/2007,"$100,000","$100,000",,Seed,http://www.Reviewspotter.com,1
CorkShare,https://www.crunchbase.com/organization/corkshare,"Media and Entertainment, Software","Cleveland, Ohio, United States",Content sharing and collaboration,,06/01/2009,Closed,,"Content, Collaboration, File Sharing",2,1-10,05/01/2010,,,1,Seed,http://www.corkshare.com,1
YumDots,https://www.crunchbase.com/organization/yumdots,"Food and Beverage, Mobile","San Francisco, California, United States",Mobile restaurant search site,,01/01/2008,Closed,1,"Restaurants, Mobile",2,1-10,01/01/2008,,,1,Seed,http://yumdots.com,1
Cubiez,https://www.crunchbase.com/organization/cubiez,"Software, Transportation","New York, New York, United States",Cubiez offers a solution that brings users' web apps to an interface on their desktop.,,03/01/2011,Closed,1,"Logistics, Web Development, Software",3,1-10,08/08/2012,,,1,Seed,http://www.cubiez.com,1
maufait,https://www.crunchbase.com/organization/maufait,"Apps, Software, Mobile","Omaha, Nebraska, United States","Mosnaps is a Blackberry photo upload application designed for individual users, bloggers, and mobile journalists.",,08/01/2007,Closed,,"Mobile, Apps",2,1-10,07/03/2008,"$25,000","$25,000",,Seed,http://www.mosnaps.com,1
Spontaneously,https://www.crunchbase.com/organization/spontaneously,Financial Services,"New York, New York, United States",Spontaneously is an online platform for coordinating meetings.,,03/01/2011,Closed,,Finance,3,,07/11/2011,,,1,Seed,http://www.spontaneously.com,1
SaySwap,https://www.crunchbase.com/organization/sayswap,"Gaming, Hardware, Commerce and Shopping","Maple Grove, Minnesota, United States",SaySwap is a peer-to-peer video game trading marketplace that allows users to trade video games via a proprietary matchmaking system.,,01/01/2007,Closed,1,"E-Commerce, Video Games, Hardware",1,1-10,01/01/2007,"$300,000","$550,000",,Seed,http://www.sayswap.com,2
Herd,https://www.crunchbase.com/organization/herd,"Platforms, Software, Transportation, Mobile","New York, New York, United States","Herd is a customizable mobile app that facilitates the payment, scheduling, and on-boarding process for transportation companies",,09/01/2014,Closed,,"iOS, Transportation",3,,03/09/2015,,,,Seed,,1
Speakermix,https://www.crunchbase.com/organization/speakermix,"Commerce and Shopping, Media and Entertainment, Events","Austin, Texas, United States",Speaker Discovery Service,,01/01/2011,Closed,,"Marketplace, Events, Event Management",2,1-10,09/01/2011,,,1,Seed,http://speakermix.com,1
WebinarHero,https://www.crunchbase.com/organization/webinarhero,"Hardware, Media and Entertainment, Information Technology, Software, Education, Internet Services, Video, Content and Publishing, Messaging and Telecommunications","Irvine, California, United States",Find Free Webinars & Online Education,,01/01/2009,Closed,2,"Video Streaming, Education, Video Conferencing, Training, Semantic Web",,11-50,01/01/2009,,,,Seed,http://www.WebinarHero.com,1
Jagger,https://www.crunchbase.com/organization/datezr,"Media and Entertainment, Sales and Marketing, Content and Publishing, Mobile, Advertising","Santa Monica, California, United States",Jagger is a mobile application that helps users discover fun and interesting activities based on their interests.,,02/14/2014,Closed,,"Content Discovery, Mobile, Content Creators, Mobile Advertising",,1-10,08/01/2014,,,1,Seed,http://getjagger.com/,1
FundWell,https://www.crunchbase.com/organization/fundwell,Financial Services,"San Francisco, California, United States",FundWell provides small businesses with up to three lender referrals for free.,,01/01/2010,Closed,,Financial Services,1,11-50,04/21/2014,,,1,Seed,http://www.thefundwell.com/,1
Taggstr,https://www.crunchbase.com/organization/taggstr,"Platforms, Media and Entertainment, Navigation and Mapping, Information Technology, Data and Analytics, Software, Sales and Marketing, Internet Services, Messaging and Telecommunications, Mobile","San Jose, California, United States",Taggstr provided students with a mobile application to find information on the best deals around their university through tagging.,,07/01/2009,Closed,,"Location Based Services, Social Media, iOS, Mobile, SEO, Messaging",,1-10,04/07/2010,"$50,000","$50,000",1,Seed,http://www.taggstr.com,1
Urban Metrics,https://www.crunchbase.com/organization/urban-metrics,"Media and Entertainment, Internet Services","San Francisco, California, United States","Urban Metrics is a start-up providing a consumer web service for the social, local, commerce and entertainment industries.",,11/01/2010,Closed,,"Social Media, Ediscovery, Local",2,1-10,01/01/2011,,,,Seed,http://urbanigo.com,1
Contur,https://www.crunchbase.com/organization/contur,"Information Technology, Internet Services, Messaging and Telecommunications, Mobile","Los Angeles, California, United States","Contur is a task-oriented inbox used in managing emails, and planning and executing projects and assignments.",,09/01/2011,Closed,2,"Internet, Messaging, Email, Mobile",2,1-10,09/21/2012,,,1,Seed,http://contur.co,1
Enodo Software,https://www.crunchbase.com/organization/enodo-software,"Data and Analytics, Software","Seattle, Washington, United States",Marketing Performance Management,,06/01/2011,Closed,1,"Analytics, SaaS, Software",2,1-10,03/01/2012,,,,Seed,http://www.enodosoftware.com,1
Guguchu,https://www.crunchbase.com/organization/guguchu,"Media and Entertainment, Music and Audio, Consumer Goods, Payments, Financial Services","Brooklyn, New York, United States","Guguchu, an online platform, enables bands, band managers, and labels to assist their users with reaching out to fans and selling music.",,12/01/2009,Closed,,"Payments, Music, DIY",,1-10,12/01/2009,,,,Seed,http://www.guguchu.com,1
ScanSocial,https://www.crunchbase.com/organization/scansocial,"Media and Entertainment, Software, Internet Services, Content and Publishing","New York, New York, United States",ScanSocial offers a social media tracker that saves user time by browsing through their friends’ diggs.,,04/15/2010,Closed,1,"Social Bookmarking, Social Media, Web Development, News",1,1-10,01/01/2010,"$1,000","$1,000",,Seed,http://scansocial.com,1
"Bookie, Inc.",https://www.crunchbase.com/organization/mybookie-inc,"Gaming, Sports, Mobile","Mountain View, California, United States",Sports betting social casino game for iOS and Android.,,04/13/2015,Closed,,"Mobile, Gambling, Sports",4,,07/01/2015,,,,Seed,,1
FreeLunched,https://www.crunchbase.com/organization/freelunched,"Sales and Marketing, Advertising","Miami, Florida, United States",Promotional Platform Giveaway 1 item day,,01/15/2010,Closed,1,Advertising,,1-10,01/15/2010,,,,Seed,http://www.freelunched.com,1
Rivono,https://www.crunchbase.com/organization/rivono,"Gaming, Platforms, Software, Mobile","Glendale, California, United States",Rivono develops multiplayer mobile games for iOS and Android.,,01/01/2010,Closed,,"Android, Online Games, Mobile",2,1-10,06/29/2012,,,1,Seed,http://rivono.com,1
Naubo,https://www.crunchbase.com/organization/naubo,"Media and Entertainment, Content and Publishing","De Armanville, Alabama, United States",Naubo is a technology news aggregator that enables users to search for online technology news.,,06/22/2007,Closed,,"Social Bookmarking, News",,1-10,01/01/2007,"$200,000","$200,000",,Seed,http://www.naubo.com,1
Main Street Stark,https://www.crunchbase.com/organization/main-street-stark,"Transportation, Financial Services, Lending and Investments","Massillon, Ohio, United States","Main Street Stark is a start-up incubator offering instruction, connections, and other tools to entrepreneurs based in Stark County, Ohio.",,09/06/2010,Closed,,"Incubators, Automotive, Consulting",,1-10,11/06/2010,"$1,000","$1,000",1,Seed,http://mainststark.com,1
HubChilla,https://www.crunchbase.com/organization/hubchilla,"Information Technology, Internet Services, Messaging and Telecommunications","San Jose, California, United States","HubChilla is a web-based platform that allows its users to send text messages to other users based on their interests, gender, and location.",,01/01/2012,Closed,4,Messaging,,1-10,08/01/2012,,,1,Seed,http://www.hubchilla.com,1
Fablistic,https://www.crunchbase.com/organization/fablistic,Internet Services,"Bellevue, Washington, United States",Social network for personal opinions,,08/01/2009,Closed,1,Search Engine,1,1-10,01/01/2009,,,,Seed,http://www.fablistic.com,1
Bluebox Now!,https://www.crunchbase.com/organization/bluebox-now,"Sales and Marketing, Financial Services","Seattle, Washington, United States",Bluebox Now! is an advertisement-based casual gaming network that helps businesses enhance their customer engagement.,,08/08/2011,Closed,1,"Loyalty Programs, Finance, FinTech",,,11/01/2011,,,1,Seed,http://www.blueboxnow.com,1
Dailysingle,https://www.crunchbase.com/organization/dailysingle,"Media and Entertainment, Internet Services","New York, New York, United States",DailySingle is an online people daily magazine features a daily profile of a compelling person in the community.,,10/29/2009,Closed,,"Media and Entertainment, Digital Media, Social Media",1,1-10,11/01/2009,,,1,Seed,http://www.dailysingle.com,1
Heekya,https://www.crunchbase.com/organization/heekya,"Apps, Media and Entertainment, Software, Internet Services, Video, Content and Publishing","United States, North America","Heekya is a social storytelling platform that allows users to integrate images, videos, sounds and words together to create stories.",,05/08/2008,Closed,4,"Social Media, Video Streaming, Apps, Photo Sharing, Semantic Search",,1-10,04/01/2008,,,1,Seed,http://www.heekya.com,1
MetroFlats.com,https://www.crunchbase.com/organization/metroflats-com,Travel and Tourism,"Cedar Grove, New Jersey, United States",MetroFlats.com is a secure vacation rental marketplace looking to change the way you travel.,,01/01/2010,Closed,,Travel,,1-10,08/18/2010,,,1,Seed,http://www.metroflats.com,1
Anthillz,https://www.crunchbase.com/organization/anthillz,"Media and Entertainment, Information Technology, Internet Services","Philadelphia, Pennsylvania, United States",Anthillz is a business network focused on trusted business relationships.,,03/29/2008,Closed,4,"Social Media, Reputation",,1-10,09/01/2008,,,1,Seed,http://www.Anthillz.com,1
